in1,in2,in3,in4,out1,out2,,
-31.344,-49.415,4400,300.82,2117.7,1708.3,,
-31.408,-49.296,4400.1,303.95,2122.8,1706.5,,
-31.772,-41.133,4399.9,305.23,2109.2,1706.7,,
-31.617,-38.148,4400,305.11,2111.6,1708.4,,
-31.663,-33.005,4400,305.34,2107.3,1709.6,,
-31.11,-18.031,4400,303.08,2108.9,1718.7,,
-32.199,-19.945,4400,308.13,2088.9,1709.7,,
-31.638,-0.9636,4400,312.51,2108.9,1713.6,,
-31.883,-0.078919,4400,298.59,2064.2,1722.3,,
-31.918,0.37988,4400,304.12,2072.6,1720.7,,
-31.926,11.419,4400,304.35,2068,1723,,
-32.538,19.407,4400,307.13,2050.9,1720.7,,
-31.979,22.652,4400,309.38,2070.4,1723.7,,
-32.069,31.982,4400,304.33,2050.3,1729.1,,
-32.096,41.974,4400,307.66,2050.5,1730.5,,
-32.136,46.223,4400,298.47,2026.1,1737.1,,
-32.227,52.709,4400,306.88,2038,1733.7,,
-32.525,58.538,4400,307.78,2027.5,1733.3,,
-32.499,59.791,4400,299.27,2008.6,1738.9,,
-32.78,67.137,4400,307.7,2014.4,1734.6,,
-32.715,77.295,4400,305.9,2005.8,1739.6,,
-33.045,80.519,4400,300.19,1981.6,1741.8,,
-32.907,89.624,4400,306.69,1994.1,1742.1,,
-32.984,95.138,4400,309.23,1994,1742.1,,
-33.204,10.116,4400,303.34,1970.8,1746.1,,
-32.959,10.867,4400,300.38,1966.6,1752.7,,
-32.855,12.036,4400,307.96,1978.9,1753,,
-33.047,12.652,4400,305.46,1964,1755.4,,
-32.932,13.009,4400,302.05,1957.6,1760.1,,
-32.913,13.695,4400,308.13,1967.1,1758.7,,
-33.052,14.227,4400,305.42,1953.8,1761.5,,
-33.254,15.072,4400,302.86,1937.2,1764.8,,
-33.606,15.443,4400,304.24,1927.8,1762.2,,
-33.773,15.722,4400,303.27,1919.3,1762.5,,
-32.909,16.525,4400,310.53,1954.6,1768.4,,
-33.588,17.377,4400,303.87,1915.5,1770.3,,
-33.529,18.832,4400,304.26,1909,1776.6,,
-33.473,19.205,4400,303.33,1906.2,1779.6,,
-33.555,19.879,4400,304.73,1902.8,1780.5,,
-33.749,20.391,4400,304.73,1894.1,1780.6,,
-33.823,21.057,4400,303.78,1885.9,1783.4,,
-33.61,22.046,4400,311.85,1903.1,1783.6,,
-33.853,22.665,4400,306.83,1881.7,1787.7,,
-33.829,23.087,4400,304.58,1874.9,1791.8,,
-34.101,23.703,4400,301.78,1857.6,1793.7,,
-33.963,24.222,4400,305.17,1865.5,1794.9,,
-34.036,25.2,4400,306.59,1860.4,1797.3,,
-34.015,26.026,4400,306.4,1855.6,1801.6,,
-34.448,26.409,4400,304.88,1838,1799.3,,
-34.282,26.953,4400,303.21,1835.7,1805.5,,
-34.442,27.542,4400,303.2,1827.7,1806.2,,
-34.447,28.545,4400,306.84,1829.1,1807.6,,
-34.743,29.137,4400,307.92,1819.6,1805.6,,
-34.751,30.154,4400,304.58,1806.3,1813.5,,
-34.623,30.209,4400,304.65,1809.6,1815.5,,
-34.659,31.137,4400,303.34,1800.3,1821.1,,
-34.858,31.503,4400,304.64,1795.3,1818.7,,
-34.84,31.668,4400,304.53,1794.6,1819.9,,
-35.039,32.538,4400,304.81,1784.5,1821.1,,
-34.801,33.846,4400,304.2,1781.9,1832.4,,
-35.005,34.143,4400,309.09,1784.7,1825.6,,
-35.148,34.086,4400,305.36,1773.4,1826.9,,
-34.951,35.359,4400,304.01,1768.4,1838.5,,
-35.167,36.273,4400,304.26,1757.5,1839.6,,
-35.116,36.99,4400,304.41,1754.9,1844.4,,
-35.008,37.509,4400,304.27,1754.5,1849.5,,
-34.999,38.186,4400,303.75,1749.6,1854.3,,
-34.789,39.388,4400,305.35,1751.5,1863.6,,
-34.713,39.606,4400,305.3,1752.1,1866.6,,
-35.017,40.503,4400,305.34,1738.7,1866.1,,
-34.896,42.106,4400,308.68,1739.3,1874.3,,
-35.261,42.172,4400,301.89,1715.2,1876.3,,
-34.719,42.476,4400,303.78,1731.8,1887.1,,
-34.826,42.472,4400,303.33,1728.1,1885.5,,
-34.774,42.516,4400,307.24,1737.2,1881.4,,
-34.728,42.512,4400,307.6,1739.2,1881.9,,
-34.858,42.336,4400,303.86,1729.1,1883.1,,
-34.769,42.399,4400,303.38,1730.1,1886.1,,
-35.022,42.126,4400,304.79,1727.8,1877,,
-34.979,42.416,4400,303.48,1724.6,1881.6,,
-34.885,40.442,4400,306.7,1745.4,1866.6,,
-34.998,40.189,4400,307.94,1746.4,1861.2,,
-34.965,39.462,4400,305.31,1746.2,1860.7,,
-34.892,38.863,4400,304.61,1750.3,1859.3,,
-35.035,38.238,4400,304.63,1750.2,1852.8,,
-34.872,37.419,4400,304.92,1760.1,1850.6,,
-34.826,37.043,4400,304.37,1762.4,1849.9,,
-34.972,36.216,4400,304.88,1764.4,1841.9,,
-34.77,35.808,4400,304.54,1771.7,1843.5,,
-34.803,34.938,4400,304.81,1776.5,1837.7,,
-34.536,34.478,4400,307.13,1791.4,1837,,
-34.91,33.64,4400,305.19,1782.2,1828.4,,
-34.843,32.854,4400,304.14,1786.6,1826.4,,
-34.944,32.417,4400,304.39,1786.9,1822.3,,
-35.14,31.296,4400,305.15,1789.9,1813.2,,
-34.817,31.001,4400,304.74,1799.7,1816.6,,
-34.977,30,4400,304.88,1801.6,1809.4,,
-34.739,29.668,4400,304.53,1809.4,1811.3,,
-34.935,29.439,4400,302.22,1800.6,1809.7,,
-34.932,28.314,4400,307.67,1818.9,1799.7,,
-34.799,28.314,4400,307.51,1822.2,1801.4,,
-34.897,26.698,4400,303.85,1821.6,1796.1,,
-34.808,26.078,4400,304.84,1829.9,1793.5,,
-34.936,25.249,4400,303.68,1829,1789.5,,
-34.77,24.718,4400,303.75,1837,1788.9,,
-35.05,24.892,4400,302.79,1826.1,1787.5,,
-35.047,23.252,4400,306.32,1843.7,1778.3,,
-35.022,22.95,4400,306.29,1846.1,1777.4,,
-34.837,22.289,4400,306.83,1856.4,1776.1,,
-34.944,21.41,4400,302.25,1849.1,1774.9,,
-34.818,20.521,4400,302.81,1859.3,1772.2,,
-34.687,20.024,4400,305.28,1871.2,1769.8,,
-34.841,19.928,4400,304.87,1866.7,1768.4,,
-34.903,19.095,4400,305.09,1870.5,1764.7,,
-34.756,18.069,4400,303.13,1876.8,1763.3,,
-34.793,17.741,4400,303.15,1877.8,1761.9,,
-34.922,16.885,4400,310.01,1894.2,1754.1,,
-35.026,15.865,4400,304.27,1885.2,1753.1,,
-34.991,15.628,4400,303.11,1885.2,1753.2,,
-35.145,14.574,4400,301.87,1884.7,1749.4,,
-35.008,14,4400,309.59,1908.7,1744.4,,
-35.246,13.505,4400,302.6,1890,1745,,
-35.14,13.238,4400,302.65,1894.8,1744.7,,
-35.1,12.141,4399.9,309,1916.4,1738.4,,
-35,11.686,4400,301.56,1906,1741.1,,
-35.159,10.815,4400,308.8,1922.6,1734.2,,
-35.22,98.476,4400,302.03,1912.2,1734.1,,
-35.045,9.929,4400,304.07,1921.1,1734.2,,
-34.974,86.463,4400,308.07,1939.8,1728.9,,
-34.953,7.9,4400,306.16,1940.9,1727.6,,
-35.449,76.486,4400,301.6,1918.5,1726.7,,
-35.197,70.432,4400,305.85,1938.7,1724.2,,
-35.104,6.202,4400,305.88,1946.7,1722.2,,
-34.928,59.279,4400,306.4,1954.5,1721.9,,
-35.099,48.568,4400,306.72,1957.1,1718,,
-35.203,42.806,4400,300.1,1943.3,1718.7,,
-35.026,3.23,4400.1,302.35,1959.9,1715.5,,
-34.986,29.382,4399.9,308.95,1977.3,1712.2,,
-35.312,21.681,4400,304.46,1963,1710.6,,
-35.361,22.445,4400,303.91,1959.9,1710.9,,
-35.016,10.388,4400,303.08,1975.6,1709.1,,
-35.284,0.24448,4400,304.43,1975.9,1705.5,,
-34.967,-0.75375,4400,304.14,1990.7,1703.9,,
-35.567,-13.826,4400,309.67,1989.5,1698.2,,
-35.153,-13.128,4400,302.46,1985.2,1702.4,,
-35.039,-23.275,4400.1,304.22,1998.8,1699.4,,
-34.99,-3.227,4399.9,307.43,2013.1,1696,,
-35.009,-32.329,4400.1,301.66,1999.8,1698,,
-35.066,-36.819,4400,307.02,2012.9,1694.6,,
-34.857,-5.389,4400,308.17,2032.5,1690.3,,
-34.994,-57.752,4399.9,304.36,2022.5,1690.3,,
-34.892,-68.075,4400,298.86,2019.9,1689.9,,
-34.944,-71.418,4400.1,307.26,2039.2,1685.8,,
-35.6,-78.646,4399.9,306.89,2023.8,1682.1,,
-35.125,-7.71,4400.1,300,2021.4,1686.3,,
-34.973,-81.553,4400,307.9,2046.3,1682.8,,
-35.377,-78.575,4400,309.01,2035,1682,,
-35.163,-78.065,4400,299.05,2018.8,1686.3,,
-35.2,-68.426,4400,303.7,2021.9,1687.1,,
-35.08,-49.794,4400,302.8,2011.4,1692.7,,
-34.923,-53.109,4400.1,308.55,2030.9,1690.2,,
-35.242,-39.618,4400,309.13,2014.2,1692.6,,
-34.88,-3.501,4400,299.39,2000.2,1698.6,,
-34.772,-30.065,4400,304.25,2011,1698.4,,
-34.964,-25.925,4400,313.45,2023.2,1695.5,,
-34.836,-1.3,4400,306.19,2002.5,1702.1,,
-35.3,-0.98371,4400.1,290.88,1953.5,1707.3,,
-35.267,0.003515,4399.9,315.28,2001.8,1700.8,,
-34.822,0.30926,4400,304.86,1989.7,1707.1,,
-34.935,0.70734,4400,302.27,1978.2,1708.8,,
-35.294,21.514,4400,307.85,1971,1709.3,,
-35.341,27.684,4400,304.67,1958.8,1712.1,,
-35.046,30.644,4400,305.9,1968.1,1713.5,,
-34.845,43.783,4400,304.54,1962.6,1718.6,,
-35.413,45.409,4400,306.1,1948.7,1716.2,,
-35.317,5.166,4400,303.91,1942.8,1719.2,,
-34.435,58.607,4400,307.34,1971.1,1723.4,,
-35.32,61.126,4399.9,305.57,1940.4,1721.2,,
-34.911,66.359,4400,302.04,1941.1,1725.9,,
-35.345,81.203,4400,306.02,1928.1,1726.6,,
-35.261,81.861,4400,309.56,1937.7,1725.7,,
-34.919,89.697,4400,300.11,1922,1733.8,,
-34.843,99.412,4400,307.83,1934.9,1733.5,,
-35.141,10.328,4399.9,304.99,1917.9,1734.6,,
-35.025,10.666,4400.1,303.76,1916.4,1736.7,,
-35.23,11.876,4399.9,307.04,1910.1,1737.9,,
-35.49,12.427,4400.1,301.23,1886.9,1741,,
-35.477,12.729,4400,309.11,1902.3,1738.3,,
-35.186,13.031,4400,301.77,1892.9,1744.2,,
-35.217,14.412,4400,308.92,1898.8,1744.9,,
-35.357,15.348,4400,303.37,1877.2,1749.9,,
-35.211,16.224,4400,301.94,1872.8,1754.4,,
-35.031,16.628,4399.9,309.17,1890.9,1753,,
-35.227,17.257,4400,301.94,1866,1757.8,,
-35.083,18.117,4400.1,306.06,1873.6,1759.4,,
-34.861,18.411,4400,306.17,1878.2,1761.9,,
-34.731,18.832,4400,303.92,1874.4,1765.8,,
-35.125,19.772,4400,304.04,1857.9,1766.1,,
-34.95,20.74,4400,304.53,1857.9,1770.8,,
-34.969,21.209,4400,305.24,1856,1771.9,,
-35.347,21.873,4400,306.38,1843.9,1770.6,,
-35.263,22.127,4400,305.93,1843.7,1772.5,,
-35.097,23.006,4400,305.63,1842.3,1777.4,,
-35.157,24.11,4400,306.75,1836.3,1780.4,,
-35.161,23.942,4400,305.27,1834.1,1780.7,,
-35.347,25.151,4400,302.73,1816.2,1785.6,,
-35.145,26.239,4400,303.74,1817.3,1791.4,,
-35.133,26.525,4400,307.91,1824.7,1789.6,,
-34.831,27.176,4400,306.46,1826,1796.8,,
-34.821,27.42,4400,304.74,1821.2,1799.5,,
-35.249,27.788,4400,302.61,1802.7,1797.9,,
-34.709,28.588,4400,302.88,1813.3,1808,,
-35.195,29.933,4400,308.75,1804.1,1802.9,,
-35.25,30.836,4400,305.57,1790.6,1809.2,,
-35.277,31.721,4400,304.73,1782.7,1813.8,,
-35.045,32.096,4400,304.63,1786.6,1819,,
-35.171,32.526,4400,303.5,1778.2,1820.4,,
-34.74,33.294,4400,302.24,1782.8,1832.5,,
-34.719,33.987,4400,305.67,1786.3,1832.9,,
-34.819,34.682,4400,303.88,1775.7,1837,,
-35.145,35.359,4400,306.2,1767.6,1832.8,,
-34.769,35.988,4400,307.2,1776.2,1841.5,,
-34.931,36.804,4400,305.13,1762.6,1845.7,,
-35.019,36.909,4400,304.31,1757.9,1845.7,,
-35.195,37.841,4400,303.62,1746.1,1848.8,,
-35.301,38.895,4400,303.94,1737.7,1852.6,,
-34.897,39.34,4400,303.3,1744.6,1863.9,,
-34.628,39.82,4400,306.11,1754.8,1868.6,,
-34.864,40.917,4400,306.32,1742.4,1870.5,,
-34.921,42.603,4400,306.67,1731.6,1879.7,,
-34.984,42.5,4400,304.23,1725.5,1881,,
-34.815,42.435,4400,304.18,1730.3,1884.3,,
-34.936,42.693,4400,304.29,1725.7,1883.2,,
-35.103,42.463,4400,303.04,1720.1,1879.9,,
-34.574,42.574,4400,306.83,1741.4,1886.6,,
-34.927,42.274,4400,307.14,1734.3,1876.8,,
